Airport,Category,date,amount,company_name
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Transferpassagiere,01.11.2019,0.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Flugbewegungen (an + ab),01.11.2019,340.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.11.2019,1537.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Passagiere,01.11.2019,2907870.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Lokalpassagiere,01.11.2019,2375495.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Transferpassagiere,01.11.2019,526968.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Flugbewegungen (an + ab),01.11.2019,24582.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Cargo in Tonnen (Luftfracht und Trucking),01.11.2019,28170203.96,Flughafen Wien AG
Flughafen Wien (VIE),Passagiere,01.12.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Lokalpassagiere,01.12.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Transferpassagiere,01.12.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Flugbewegungen (an + ab),01.12.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Cargo in Tonnen (Luftfracht und Trucking),01.12.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Passagiere,01.12.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Lokalpassagiere,01.12.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Transferpassagiere,01.12.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Flugbewegungen (an + ab),01.12.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.12.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Passagiere,01.12.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Lokalpassagiere,01.12.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Transferpassagiere,01.12.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Flugbewegungen (an + ab),01.12.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.12.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Passagiere,01.12.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Lokalpassagiere,01.12.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Transferpassagiere,01.12.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Flugbewegungen (an + ab),01.12.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Cargo in Tonnen (Luftfracht und Trucking),01.12.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Passagiere,01.12.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Lokalpassagiere,01.12.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Transferpassagiere,01.12.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Flugbewegungen (an + ab),01.12.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Cargo in Tonnen (Luftfracht und Trucking),01.12.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Passagiere,01.12.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Lokalpassagiere,01.12.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Transferpassagiere,01.12.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Flugbewegungen (an + ab),01.12.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.12.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Passagiere,01.12.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Lokalpassagiere,01.12.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Transferpassagiere,01.12.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Flugbewegungen (an + ab),01.12.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.12.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Passagiere,01.12.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Lokalpassagiere,01.12.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Transferpassagiere,01.12.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Flugbewegungen (an + ab),01.12.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Cargo in Tonnen (Luftfracht und Trucking),01.12.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Passagiere,01.12.2019,2466838.0,Flughafen Wien AG
Flughafen Wien (VIE),Lokalpassagiere,01.12.2019,2003019.0,Flughafen Wien AG
Flughafen Wien (VIE),Transferpassagiere,01.12.2019,457040.0,Flughafen Wien AG
Flughafen Wien (VIE),Flugbewegungen (an + ab),01.12.2019,20666.0,Flughafen Wien AG
Flughafen Wien (VIE),Cargo in Tonnen (Luftfracht und Trucking),01.12.2019,22733163.28,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Passagiere,01.12.2019,477309.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Lokalpassagiere,01.12.2019,472187.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Transferpassagiere,01.12.2019,5064.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Flugbewegungen (an + ab),01.12.2019,3708.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.12.2019,1571571.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Passagiere,01.12.2019,24941.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Lokalpassagiere,01.12.2019,24941.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Transferpassagiere,01.12.2019,0.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Flugbewegungen (an + ab),01.12.2019,346.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.12.2019,2251.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Passagiere,01.12.2019,2969088.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Lokalpassagiere,01.12.2019,2500147.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Transferpassagiere,01.12.2019,462104.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Flugbewegungen (an + ab),01.12.2019,24720.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Cargo in Tonnen (Luftfracht und Trucking),01.12.2019,24306985.28,Flughafen Wien AG
Flughafen Wien (VIE),Passagiere,01.01.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Lokalpassagiere,01.01.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Transferpassagiere,01.01.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Flugbewegungen (an + ab),01.01.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Cargo in Tonnen (Luftfracht und Trucking),01.01.2018,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Passagiere,01.01.2018,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Lokalpassagiere,01.01.2018,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Transferpassagiere,01.01.2018,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Flugbewegungen (an + ab),01.01.2018,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.01.2018,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Passagiere,01.01.2018,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Lokalpassagiere,01.01.2018,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Transferpassagiere,01.01.2018,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Flugbewegungen (an + ab),01.01.2018,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.01.2018,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Passagiere,01.01.2018,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Lokalpassagiere,01.01.2018,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Transferpassagiere,01.01.2018,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Flugbewegungen (an + ab),01.01.2018,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Cargo in Tonnen (Luftfracht und Trucking),01.01.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Passagiere,01.01.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Lokalpassagiere,01.01.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Transferpassagiere,01.01.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Flugbewegungen (an + ab),01.01.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Cargo in Tonnen (Luftfracht und Trucking),01.01.2018,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Passagiere,01.01.2018,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Lokalpassagiere,01.01.2018,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Transferpassagiere,01.01.2018,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Flugbewegungen (an + ab),01.01.2018,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.01.2018,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Passagiere,01.01.2018,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Lokalpassagiere,01.01.2018,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Transferpassagiere,01.01.2018,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Flugbewegungen (an + ab),01.01.2018,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.01.2018,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Passagiere,01.01.2018,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Lokalpassagiere,01.01.2018,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Transferpassagiere,01.01.2018,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Flugbewegungen (an + ab),01.01.2018,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Cargo in Tonnen (Luftfracht und Trucking),01.01.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Passagiere,01.01.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Lokalpassagiere,01.01.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Transferpassagiere,01.01.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Flugbewegungen (an + ab),01.01.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Cargo in Tonnen (Luftfracht und Trucking),01.01.2018,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Passagiere,01.01.2018,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Lokalpassagiere,01.01.2018,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Transferpassagiere,01.01.2018,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Flugbewegungen (an + ab),01.01.2018,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.01.2018,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Passagiere,01.01.2018,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Lokalpassagiere,01.01.2018,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Transferpassagiere,01.01.2018,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Flugbewegungen (an + ab),01.01.2018,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.01.2018,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Passagiere,01.01.2018,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Lokalpassagiere,01.01.2018,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Transferpassagiere,01.01.2018,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Flugbewegungen (an + ab),01.01.2018,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Cargo in Tonnen (Luftfracht und Trucking),01.01.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Passagiere,01.01.2018,1472161.0,Flughafen Wien AG
Flughafen Wien (VIE),Lokalpassagiere,01.01.2018,1108970.0,Flughafen Wien AG
Flughafen Wien (VIE),Transferpassagiere,01.01.2018,354730.0,Flughafen Wien AG
Flughafen Wien (VIE),Flugbewegungen (an + ab),01.01.2018,15758.0,Flughafen Wien AG
Flughafen Wien (VIE),Cargo in Tonnen (Luftfracht und Trucking),01.01.2018,21846837.61,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Passagiere,01.01.2018,351550.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Lokalpassagiere,01.01.2018,349478.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Transferpassagiere,01.01.2018,2072.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Flugbewegungen (an + ab),01.01.2018,2909.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.01.2018,1185572.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Passagiere,01.01.2018,29477.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Lokalpassagiere,01.01.2018,27900.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Transferpassagiere,01.01.2018,0.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Flugbewegungen (an + ab),01.01.2018,423.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.01.2018,3984.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Passagiere,01.01.2018,1853188.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Lokalpassagiere,01.01.2018,1486348.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Transferpassagiere,01.01.2018,356802.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Flugbewegungen (an + ab),01.01.2018,19090.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Cargo in Tonnen (Luftfracht und Trucking),01.01.2018,23036393.61,Flughafen Wien AG
Flughafen Wien (VIE),Passagiere,01.02.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Lokalpassagiere,01.02.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Transferpassagiere,01.02.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Flugbewegungen (an + ab),01.02.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Cargo in Tonnen (Luftfracht und Trucking),01.02.2018,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Passagiere,01.02.2018,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Lokalpassagiere,01.02.2018,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Transferpassagiere,01.02.2018,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Flugbewegungen (an + ab),01.02.2018,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.02.2018,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Passagiere,01.02.2018,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Lokalpassagiere,01.02.2018,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Transferpassagiere,01.02.2018,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Flugbewegungen (an + ab),01.02.2018,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.02.2018,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Passagiere,01.02.2018,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Lokalpassagiere,01.02.2018,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Transferpassagiere,01.02.2018,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Flugbewegungen (an + ab),01.02.2018,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Cargo in Tonnen (Luftfracht und Trucking),01.02.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Passagiere,01.02.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Lokalpassagiere,01.02.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Transferpassagiere,01.02.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Flugbewegungen (an + ab),01.02.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Cargo in Tonnen (Luftfracht und Trucking),01.02.2018,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Passagiere,01.02.2018,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Lokalpassagiere,01.02.2018,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Transferpassagiere,01.02.2018,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Flugbewegungen (an + ab),01.02.2018,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.02.2018,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Passagiere,01.02.2018,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Lokalpassagiere,01.02.2018,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Transferpassagiere,01.02.2018,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Flugbewegungen (an + ab),01.02.2018,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.02.2018,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Passagiere,01.02.2018,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Lokalpassagiere,01.02.2018,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Transferpassagiere,01.02.2018,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Flugbewegungen (an + ab),01.02.2018,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Cargo in Tonnen (Luftfracht und Trucking),01.02.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Passagiere,01.02.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Lokalpassagiere,01.02.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Transferpassagiere,01.02.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Flugbewegungen (an + ab),01.02.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Cargo in Tonnen (Luftfracht und Trucking),01.02.2018,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Passagiere,01.02.2018,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Lokalpassagiere,01.02.2018,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Transferpassagiere,01.02.2018,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Flugbewegungen (an + ab),01.02.2018,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.02.2018,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Passagiere,01.02.2018,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Lokalpassagiere,01.02.2018,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Transferpassagiere,01.02.2018,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Flugbewegungen (an + ab),01.02.2018,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.02.2018,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Passagiere,01.02.2018,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Lokalpassagiere,01.02.2018,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Transferpassagiere,01.02.2018,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Flugbewegungen (an + ab),01.02.2018,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Cargo in Tonnen (Luftfracht und Trucking),01.02.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Passagiere,01.02.2018,1483432.0,Flughafen Wien AG
Flughafen Wien (VIE),Lokalpassagiere,01.02.2018,1153295.0,Flughafen Wien AG
Flughafen Wien (VIE),Transferpassagiere,01.02.2018,322444.0,Flughafen Wien AG
Flughafen Wien (VIE),Flugbewegungen (an + ab),01.02.2018,14882.0,Flughafen Wien AG
Flughafen Wien (VIE),Cargo in Tonnen (Luftfracht und Trucking),01.02.2018,20567238.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Passagiere,01.02.2018,349430.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Lokalpassagiere,01.02.2018,348561.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Transferpassagiere,01.02.2018,806.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Flugbewegungen (an + ab),01.02.2018,2622.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.02.2018,1242394.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Passagiere,01.02.2018,29240.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Lokalpassagiere,01.02.2018,27805.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Transferpassagiere,01.02.2018,0.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Flugbewegungen (an + ab),01.02.2018,404.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.02.2018,3884.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Passagiere,01.02.2018,1862102.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Lokalpassagiere,01.02.2018,1529661.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Transferpassagiere,01.02.2018,323250.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Flugbewegungen (an + ab),01.02.2018,17908.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Cargo in Tonnen (Luftfracht und Trucking),01.02.2018,21813516.0,Flughafen Wien AG
Flughafen Wien (VIE),Passagiere,01.03.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Lokalpassagiere,01.03.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Transferpassagiere,01.03.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Flugbewegungen (an + ab),01.03.2018,,Flughafen Wien AG
Flughafen Wien (VIE),Cargo in Tonnen (Luftfracht und Trucking),01.03.2018,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Passagiere,01.03.2018,,Flughafen Wien AG
